portid,year,month,portname,mean_n_total,median_n_total,std_n_total,cv_n_total,mean_n_tanker,tanker_share,mean_capacity,mean_capacity_tanker,tanker_capacity_share,mean_n_container,mean_n_dry_bulk,mean_n_general_cargo,mean_n_cargo,disruption_frequency_total,disruption_frequency_tanker,strong_disruption_frequency_total,strong_disruption_frequency_tanker,max_drop_n_total,max_drop_n_tanker,observed_days,estimated_7d_lost_vessels,estimated_14d_lost_vessels,estimated_30d_lost_vessels,estimated_7d_lost_tankers,estimated_14d_lost_tankers,estimated_30d_lost_tankers,estimated_7d_lost_capacity,estimated_14d_lost_capacity,estimated_30d_lost_capacity,estimated_7d_lost_tanker_capacity,estimated_14d_lost_tanker_capacity,estimated_30d_lost_tanker_capacity,criticality_score,criticality_class
chokepoint11,2024,12,Taiwan Strait,237.8709677419355,237.0,21.929800022623507,0.09219199901021545,49.516129032258064,0.20816381882289123,5605673.645161291,696553.2580645161,0.12425861763568193,89.25806451612904,63.32258064516129,30.0,188.3548387096774,0.0,0.0,0.0,0.0,0.1286489658207422,0.30817610062893086,31,1665.0967741935483,3330.1935483870966,7136.129032258064,346.61290322580646,693.2258064516129,1485.483870967742,39239715.51612903,78479431.03225806,168170209.35483873,4875872.806451613,9751745.612903226,20896597.741935484,47.097,3
chokepoint11,2025,1,Taiwan Strait,234.1290322580645,231.0,22.753376211724227,0.09718306180262483,53.193548387096776,0.22719757508955638,5674134.0,865426.3225806452,0.15252130502745356,88.7741935483871,59.38709677419355,26.838709677419356,180.93548387096774,0.0,0.0,0.0,0.0,0.20194986072423401,0.2560446373217607,31,1638.9032258064517,3277.8064516129034,7023.870967741936,372.35483870967744,744.7096774193549,1595.8064516129032,39718938.0,79437876.0,170224020.0,6057984.258064517,12115968.516129034,25962789.677419357,48.042,3
chokepoint11,2025,2,Taiwan Strait,224.03571428571428,227.0,21.370596176812217,0.09538923847453246,50.92857142857143,0.2273234497050853,5253682.678571428,792028.8928571428,0.15075689593656805,84.78571428571429,54.464285714285715,28.107142857142858,173.10714285714286,0.03571428571428571,0.03571428571428571,0.0,0.0,0.21391561806069576,0.3770279039584685,28,1568.25,3136.5,6721.071428571428,356.5,713.0,1527.857142857143,36775778.75,73551557.5,157610480.35714284,5544202.25,11088404.5,23760866.785714284,46.999,3
chokepoint11,2025,3,Taiwan Strait,237.38709677419354,242.0,31.272647707280175,0.13173693150233529,51.67741935483871,0.21769262128006525,5652952.580645162,880151.6451612903,0.15569768764287778,89.96774193548387,60.064516129032256,29.322580645161292,185.70967741935485,0.03225806451612903,0.03225806451612903,0.0,0.0,0.2825988870506843,0.46428571428571425,31,1661.7096774193546,3323.4193548387093,7121.612903225806,361.741935483871,723.483870967742,1550.3225806451615,39570668.064516135,79141336.12903227,169588577.41935486,6161061.516129032,12322123.032258064,26404549.35483871,49.654,3
chokepoint11,2025,4,Taiwan Strait,252.23333333333332,252.5,19.5160116992094,0.0773728493427094,51.63333333333333,0.20470463856217788,6170736.766666667,818982.9333333333,0.13272044559692583,94.66666666666667,68.33333333333333,31.033333333333335,200.6,0.0,0.0,0.0,0.0,0.14933837429111535,0.30625,30,1765.6333333333332,3531.2666666666664,7567.0,361.43333333333334,722.8666666666667,1549.0,43195157.36666667,86390314.73333333,185122103.0,5732880.533333333,11465761.066666666,24569488.0,50.716,3
chokepoint11,2025,5,Taiwan Strait,254.5483870967742,254.0,15.817371694179407,0.06213895862622755,53.354838709677416,0.20960588011658848,6481140.258064516,931466.3870967742,0.14371952310980243,94.09677419354838,70.51612903225806,29.580645161290324,201.19354838709677,0.06451612903225806,0.03225806451612903,0.0,0.0,0.13117546848381603,0.24953095684802998,31,1781.8387096774195,3563.677419354839,7636.451612903226,373.4838709677419,746.9677419354838,1600.6451612903224,45367981.80645161,90735963.61290322,194434207.7419355,6520264.70967742,13040529.41935484,27943991.612903226,55.208,3
chokepoint11,2025,6,Taiwan Strait,254.83333333333334,255.5,22.12672488243546,0.08682822059817709,53.833333333333336,0.21124918247220406,6442934.233333333,995676.9333333333,0.15453780797296876,95.1,68.8,29.666666666666668,201.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.23432954244908752,0.34984520123839014,30,1783.8333333333335,3567.666666666667,7645.0,376.83333333333337,753.6666666666667,1615.0,45100539.63333333,90201079.26666667,193288027.0,6969738.533333333,13939477.066666666,29870308.0,54.161,3
chokepoint11,2025,7,Taiwan Strait,250.4516129032258,255.0,53.36093371851572,0.2130588543629556,52.70967741935484,0.2104585265327151,6372857.516129033,1040671.6451612903,0.16329749135728513,92.0,67.0,32.096774193548384,197.74193548387098,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.83278955954323,0.8846153846153846,31,1753.1612903225805,3506.322580645161,7513.548387096774,368.9677419354839,737.9354838709678,1581.2903225806451,44610002.61290323,89220005.22580646,191185725.48387098,7284701.516129032,14569403.032258064,31220149.35483871,55.065,3
chokepoint11,2025,8,Taiwan Strait,254.41935483870967,259.0,45.23109121946126,0.17778164419973363,54.70967741935484,0.21503740332192217,6586549.322580645,973866.8709677419,0.1478569161592759,97.2258064516129,66.87096774193549,28.612903225806452,199.70967741935485,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.7383029341792229,0.7290322580645161,31,1780.9354838709676,3561.870967741935,7632.58064516129,382.9677419354839,765.9354838709678,1641.2903225806451,46105845.258064516,92211690.51612903,197596479.67741933,6817068.096774193,13634136.193548387,29216006.129032258,54.391,3
chokepoint11,2025,9,Taiwan Strait,239.8,246.5,32.51461209979292,0.13559054253458264,52.766666666666666,0.2200444815123714,6130879.8,926518.5666666667,0.15112326401614767,88.83333333333333,63.166666666666664,28.266666666666666,187.03333333333333,0.1,0.06666666666666667,0.03333333333333333,0.0,0.448786507610037,0.5253164556962026,30,1678.6000000000001,3357.2000000000003,7194.0,369.3666666666667,738.7333333333333,1583.0,42916158.6,85832317.2,183926394.0,6485629.966666667,12971259.933333334,27795557.0,54.351,3
chokepoint11,2025,10,Taiwan Strait,211.0,232.0,55.37207479105932,0.262426894744357,48.03225806451613,0.22764103348111908,5224391.193548387,797577.5161290322,0.15266420269484463,77.35483870967742,55.516129032258064,24.548387096774192,162.96774193548387,0.12903225806451613,0.0967741935483871,0.0,0.0,0.6503603741757399,0.6509240246406571,31,1477.0,2954.0,6330.0,336.2258064516129,672.4516129032259,1440.967741935484,36570738.35483871,73141476.70967741,156731735.80645162,5583042.612903226,11166085.225806452,23927325.48387097,49.553,3
chokepoint11,2025,11,Taiwan Strait,221.3,219.0,65.32578832811477,0.2951910905021002,49.96666666666667,0.22578701611688506,5669111.266666667,956239.7333333333,0.16867542165839067,84.5,56.6,24.166666666666668,171.33333333333334,0.06666666666666667,0.06666666666666667,0.0,0.0,0.8683988527079467,0.8462664714494875,30,1549.1000000000001,3098.2000000000003,6639.0,349.76666666666665,699.5333333333333,1499.0,39683778.86666667,79367557.73333333,170073338.0,6693678.133333333,13387356.266666666,28687192.0,49.958,3
chokepoint11,2025,12,Taiwan Strait,213.48387096774192,217.0,33.1992680318326,0.15551183272692817,41.67741935483871,0.1952251435478997,5428797.354838709,751700.6774193548,0.13846541476619326,86.03225806451613,54.45161290322581,24.387096774193548,171.80645161290323,0.0,0.0,0.0,0.0,0.45794392523364486,0.47939262472885036,31,1494.3870967741934,2988.774193548387,6404.516129032258,291.741935483871,583.483870967742,1250.3225806451615,38001581.48387097,76003162.96774194,162863920.64516127,5261904.741935483,10523809.483870966,22551020.322580643,44.102,3
chokepoint11,2026,1,Taiwan Strait,228.4516129032258,229.0,20.00972881654891,0.08758847688689865,47.45161290322581,0.20770968652922905,5731216.129032258,898856.5161290322,0.15683521540493855,89.6774193548387,60.645161290322584,24.806451612903224,181.0,0.0,0.0,0.0,0.0,0.1550589315781418,0.21682378535170416,31,1599.1612903225805,3198.322580645161,6853.548387096774,332.16129032258067,664.3225806451613,1423.5483870967741,40118512.90322581,80237025.80645162,171936483.87096775,6291995.612903226,12583991.225806452,26965695.48387097,47.463,3
chokepoint11,2026,2,Taiwan Strait,217.5,218.5,30.97131289148431,0.14239684088038762,44.857142857142854,0.20623973727422001,5471787.964285715,709803.3214285715,0.12972054583647027,86.78571428571429,56.535714285714285,23.0,172.64285714285714,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.0,0.3129439049137556,0.4802494802494803,28,1522.5,3045.0,6525.0,314.0,628.0,1345.7142857142856,38302515.75,76605031.5,164153638.92857143,4968623.25,9937246.5,21294099.642857146,47.655,3
chokepoint11,2026,3,Taiwan Strait,222.6451612903226,221.0,22.032624880839435,0.09895847164677231,46.12903225806452,0.20718632280498406,5508480.516129033,755160.5483870967,0.13709053634227425,86.64516129032258,58.87096774193548,25.0,176.51612903225808,0.0,0.0,0.0,0.0,0.1968871595330739,0.3506493506493507,31,1558.516129032258,3117.032258064516,6679.354838709678,322.90322580645164,645.8064516129033,1383.8709677419356,38559363.61290323,77118727.22580646,165254415.48387098,5286123.838709677,10572247.677419353,22654816.4516129,45.495,3
chokepoint11,2026,4,Taiwan Strait,230.1153846153846,230.0,17.781624049736116,0.07727264337174311,45.03846153846154,0.19572121009526994,5740249.153846154,654578.4230769231,0.11403310301232034,89.46153846153847,63.73076923076923,26.5,185.07692307692307,0.0,0.0,0.0,0.0,0.1269377010821878,0.36170212765957444,26,1610.8076923076924,3221.6153846153848,6903.461538461538,315.2692307692308,630.5384615384615,1351.1538461538462,40181744.07692308,80363488.15384616,172207474.6153846,4582048.961538462,9164097.923076924,19637352.692307692,46.211,3
chokepoint12,2019,1,Korea Strait,220.32258064516128,221.0,18.259950888532337,0.08287825439890227,66.45161290322581,0.30161054172767204,2676246.8387096776,840124.5161290322,0.31391891957697327,54.774193548387096,39.193548387096776,51.41935483870968,153.8709677419355,0.0,0.0,0.0,0.0,0.11957671957671953,0.19939577039274928,31,1542.258064516129,3084.516129032258,6609.677419354838,465.16129032258067,930.3225806451613,1993.5483870967741,18733727.870967742,37467455.741935484,80287405.16129033,5880871.612903226,11761743.225806452,25203735.48387097,39.655,3
chokepoint12,2019,2,Korea Strait,218.25,219.0,14.343988287781052,0.06572274129567492,65.71428571428571,0.30109638357061036,2535922.5714285714,842692.7857142857,0.3323022537078363,50.42857142857143,40.214285714285715,53.82142857142857,152.53571428571428,0.03571428571428571,0.0,0.0,0.0,0.1751344889420203,0.20731707317073164,28,1527.75,3055.5,6547.5,459.99999999999994,919.9999999999999,1971.4285714285713,17751458.0,35502916.0,76077677.14285713,5898849.5,11797699.0,25280783.57142857,40.599,3
chokepoint12,2019,3,Korea Strait,219.03225806451613,220.0,17.507110690550366,0.07992937134124616,61.225806451612904,0.27952871870397644,2552214.4516129033,707174.8064516129,0.27708283134464073,56.096774193548384,38.516129032258064,54.67741935483871,157.80645161290323,0.03225806451612903,0.03225806451612903,0.0,0.0,0.1643960036330608,0.3015701136978885,31,1533.225806451613,3066.451612903226,6570.967741935484,428.5806451612903,857.1612903225806,1836.774193548387,17865501.16129032,35731002.32258064,76566433.5483871,4950223.64516129,9900447.29032258,21215244.193548385,39.547,3
chokepoint12,2019,4,Korea Strait,211.36666666666667,214.0,28.02521442697916,0.1325905114034655,60.03333333333333,0.2840246017978237,2689520.533333333,731198.4666666667,0.27186944944437186,52.9,39.266666666666666,51.36666666666667,151.33333333333334,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.5978552278820376,0.6335369239311494,30,1479.5666666666666,2959.133333333333,6341.0,420.23333333333335,840.4666666666667,1801.0,18826643.733333334,37653287.46666667,80685616.0,5118389.266666667,10236778.533333333,21935954.0,39.322,3
chokepoint12,2019,5,Korea Strait,221.80645161290323,226.0,20.452252288095654,0.09220765284045451,61.58064516129032,0.27763234438627105,2640647.290322581,734657.3870967742,0.27821109990309556,55.354838709677416,39.16129032258065,56.32258064516129,160.2258064516129,0.0,0.0,0.0,0.0,0.23003347680535627,0.24369747899159663,31,1552.6451612903227,3105.2903225806454,6654.193548387097,431.06451612903226,862.1290322580645,1847.4193548387095,18484531.032258067,36969062.064516135,79219418.70967743,5142601.70967742,10285203.41935484,22039721.612903226,38.81,3
chokepoint12,2019,6,Korea Strait,223.5,224.0,16.14962367448809,0.07225782404692657,61.5,0.2751677852348993,2707737.2666666666,756528.6333333333,0.2793951402325863,56.0,40.56666666666667,55.9,162.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.16778523489932887,0.3185505678745268,30,1564.5,3129.0,6705.0,430.5,861.0,1845.0,18954160.866666667,37908321.733333334,81232118.0,5295700.433333334,10591400.866666667,22695859.0,40.675,3
chokepoint12,2019,7,Korea Strait,228.48387096774192,228.0,36.579476001114735,0.16009653480651656,62.0,0.2713539460680503,2963937.2258064514,838198.4516129033,0.2827989892346116,58.483870967741936,43.354838709677416,55.67741935483871,166.48387096774192,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.416360294117647,0.3515358361774744,31,1599.3870967741934,3198.774193548387,6854.516129032258,434.0,868.0,1860.0,20747560.58064516,41495121.16129032,88918116.77419354,5867389.161290323,11734778.322580647,25145953.5483871,43.591,3
chokepoint12,2019,8,Korea Strait,227.61290322580646,229.0,29.125793173010575,0.12796195980205893,64.6774193548387,0.2841553287981859,2906008.6774193547,885957.3225806452,0.30487084552252913,55.193548387096776,43.38709677419355,55.16129032258065,162.93548387096774,0.0,0.0,0.0,0.0,0.30459176140558103,0.2978723404255319,31,1593.2903225806454,3186.5806451612907,6828.387096774194,452.7419354838709,905.4838709677418,1940.3225806451612,20342060.741935484,40684121.48387097,87180260.32258064,6201701.258064517,12403402.516129034,26578719.677419357,41.021,3
chokepoint12,2019,9,Korea Strait,227.33333333333334,236.0,61.86711751718401,0.2721427456767625,66.7,0.2934017595307918,2942076.7,968519.4,0.32919583639678734,56.03333333333333,41.53333333333333,53.8,160.63333333333333,0.1,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.8650116369278511,0.8383620689655172,30,1591.3333333333335,3182.666666666667,6820.0,466.90000000000003,933.8000000000001,2001.0,20594536.900000002,41189073.800000004,88262301.0,6779635.8,13559271.6,29055582.0,45.941,3
chokepoint12,2019,10,Korea Strait,228.29032258064515,236.0,41.100035319033566,0.18003406738590372,64.54838709677419,0.2827469266638406,2727324.35483871,819106.3870967742,0.3003333232600473,54.58064516129032,44.61290322580645,55.096774193548384,163.74193548387098,0.03225806451612903,0.03225806451612903,0.0,0.0,0.740608228980322,0.8007153806847215,31,1598.032258064516,3196.064516129032,6848.709677419354,451.83870967741933,903.6774193548387,1936.4516129032259,19091270.48387097,38182540.96774194,81819730.6451613,5733744.70967742,11467489.41935484,24573191.612903226,41.636,3
chokepoint12,2019,11,Korea Strait,222.9,227.0,18.612843174391248,0.08350310979987101,62.03333333333333,0.2783011813967399,2642786.3,731950.6666666666,0.2769617303777709,55.233333333333334,41.333333333333336,56.06666666666667,160.86666666666667,0.03333333333333333,0.0,0.0,0.0,0.2235931387300632,0.24111948331539285,30,1560.3,3120.6,6687.0,434.23333333333335,868.4666666666667,1861.0,18499504.099999998,36999008.199999996,79283589.0,5123654.666666666,10247309.333333332,21958520.0,40.358,3
chokepoint12,2019,12,Korea Strait,224.48387096774192,226.0,19.16397830608585,0.08536906559687618,64.7741935483871,0.2885472050581981,2723497.35483871,792763.0967741936,0.2910827489388703,55.32258064516129,41.45161290322581,54.58064516129032,159.70967741935485,0.03225806451612903,0.03225806451612903,0.0,0.0,0.2512256722626653,0.3842996408414572,31,1571.3870967741934,3142.774193548387,6734.516129032258,453.41935483870975,906.8387096774195,1943.2258064516132,19064481.48387097,38128962.96774194,81704920.6451613,5549341.677419355,11098683.35483871,23782892.903225806,41.166,3
chokepoint12,2020,1,Korea Strait,219.6451612903226,230.0,33.56342094909951,0.1528074679721082,64.06451612903226,0.2916727860185049,2800181.419354839,791697.8387096775,0.2827309092323327,54.064516129032256,44.16129032258065,49.516129032258064,155.58064516129033,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.0,0.45218198700092854,0.5021413276231264,31,1537.516129032258,3075.032258064516,6589.354838709678,448.4516129032258,896.9032258064516,1921.9354838709678,19601269.935483873,39202539.870967746,84005442.58064516,5541884.870967742,11083769.741935484,23750935.161290325,43.653,3
chokepoint12,2020,2,Korea Strait,208.44827586206895,213.0,27.366019344769985,0.13128446004935146,62.310344827586206,0.2989247311827957,2455005.620689655,742734.1034482758,0.3025386570152245,49.48275862068966,39.689655172413794,48.793103448275865,146.13793103448276,0.06896551724137931,0.0,0.0,0.0,0.5131558216480226,0.3350923482849604,29,1459.1379310344828,2918.2758620689656,6253.448275862069,436.17241379310343,872.3448275862069,1869.3103448275863,17185039.344827585,34370078.68965517,73650168.62068966,5199138.724137931,10398277.448275862,22282023.103448275,40.202,3
chokepoint12,2020,3,Korea Strait,216.4516129032258,215.0,23.692247268783124,0.1094574762045122,62.32258064516129,0.2879284649776453,2685071.0322580645,826795.7741935484,0.3079232408604989,55.54838709677419,37.516129032258064,51.96774193548387,154.1290322580645,0.0,0.0,0.0,0.0,0.2518101367658889,0.21558164354322307,31,1515.1612903225805,3030.322580645161,6493.548387096774,436.258064516129,872.516129032258,1869.6774193548385,18795497.225806452,37590994.451612905,80552130.96774194,5787570.419354838,11575140.838709677,24803873.225806452,38.987,3
chokepoint12,2020,4,Korea Strait,224.03333333333333,222.0,20.10744129426464,0.08975200696740651,62.7,0.27986906710310966,2764805.033333333,775673.5333333333,0.28055270588037007,57.13333333333333,42.36666666666667,53.43333333333333,161.33333333333334,0.03333333333333333,0.0,0.0,0.0,0.22083909635776858,0.26269797924631344,30,1568.2333333333333,3136.4666666666667,6721.0,438.90000000000003,877.8000000000001,1881.0,19353635.233333334,38707270.46666667,82944151.0,5429714.733333333,10859429.466666667,23270206.0,41.053,3
chokepoint12,2020,5,Korea Strait,218.09677419354838,214.0,19.04443022462592,0.08732100827738552,62.516129032258064,0.2866439875758024,2709565.709677419,869161.2258064516,0.3207751052879716,53.193548387096776,39.16129032258065,54.83870967741935,155.58064516129033,0.0,0.06451612903225806,0.0,0.0,0.15378844711177792,0.3004338394793927,31,1526.6774193548388,3053.3548387096776,6542.903225806452,437.61290322580646,875.2258064516129,1875.483870967742,18966959.967741933,37933919.935483865,81286971.29032257,6084128.580645162,12168257.161290323,26074836.774193548,39.43,3
chokepoint12,2020,6,Korea Strait,220.33333333333334,222.0,18.564581281594247,0.08425679855489068,61.13333333333333,0.27745839636913766,2693112.6,776925.2666666667,0.28848599448335976,56.666666666666664,40.8,53.13333333333333,159.2,0.0,0.0,0.0,0.0,0.15128593040847205,0.2126405998928763,30,1542.3333333333335,3084.666666666667,6610.0,427.93333333333334,855.8666666666667,1834.0,18851788.2,37703576.4,80793378.0,5438476.866666667,10876953.733333334,23307758.0,39.008,3
chokepoint12,2020,7,Korea Strait,229.32258064516128,230.0,22.987514142499467,0.10024095349802835,64.61290322580645,0.28175552117034747,2713968.5161290322,737418.1612903225,0.27171212816503537,57.064516129032256,44.064516129032256,54.193548387096776,164.70967741935485,0.03225806451612903,0.0,0.0,0.0,0.24113156713066902,0.20550847457627114,31,1605.258064516129,3210.516129032258,6879.677419354838,452.2903225806451,904.5806451612902,1938.3870967741934,18997779.612903226,37995559.22580645,81419055.48387097,5161927.129032258,10323854.258064516,22122544.838709675,41.271,3
chokepoint12,2020,8,Korea Strait,232.6451612903226,234.0,41.33485082195312,0.17767337430401367,67.03225806451613,0.2881308929561841,2900494.129032258,760374.9354838709,0.2621535854435837,59.25806451612903,47.25806451612903,50.74193548387097,165.61290322580646,0.0967741935483871,0.03225806451612903,0.0,0.0,0.32892959015162887,0.3519494204425711,31,1628.516129032258,3257.032258064516,6979.354838709678,469.2258064516129,938.4516129032259,2010.967741935484,20303458.903225806,40606917.80645161,87014823.87096775,5322624.548387096,10645249.096774193,22811248.064516127,45.099,3
chokepoint12,2020,9,Korea Strait,224.63333333333333,235.0,73.08779950704228,0.3253648887388735,63.166666666666664,0.2811989909482119,2830133.3,693962.7,0.2452049520070309,57.833333333333336,42.9,51.86666666666667,161.46666666666667,0.1,0.1,0.03333333333333333,0.03333333333333333,0.9909815120998046,0.9844479004665629,30,1572.4333333333334,3144.866666666667,6739.0,442.16666666666663,884.3333333333333,1895.0,19810933.099999998,39621866.199999996,84903999.0,4857738.899999999,9715477.799999999,20818881.0,43.74,3
chokepoint12,2020,10,Korea Strait,230.83870967741936,230.0,32.945507305441566,0.14272089525834106,66.03225806451613,0.2860536612632756,3039146.9677419355,774312.4838709678,0.2547795457375582,57.25806451612903,45.70967741935484,53.12903225806452,164.80645161290323,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.3866973797869277,0.3656523981433729,31,1615.8709677419356,3231.741935483871,6925.1612903225805,462.2258064516129,924.4516129032259,1980.967741935484,21274028.774193548,42548057.548387095,91174409.03225806,5420187.387096774,10840374.774193548,23229374.51612903,43.929,3
chokepoint12,2020,11,Korea Strait,223.03333333333333,227.0,20.7172813642726,0.09288872230282141,63.0,0.2824689881930952,2904333.1,764066.9666666667,0.2630782835022149,56.2,43.1,52.63333333333333,160.03333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.22838137472283815,0.3727689954105048,30,1561.2333333333333,3122.4666666666667,6691.0,441.0,882.0,1890.0,20330331.7,40660663.4,87129993.0,5348468.766666667,10696937.533333333,22922009.0,42.719,3
chokepoint12,2020,12,Korea Strait,208.48387096774192,212.0,29.774565172018814,0.1428147176748543,59.32258064516129,0.28454278198978805,2654144.9677419355,656926.4838709678,0.2475096469315542,51.483870967741936,40.87096774193548,49.354838709677416,149.16129032258064,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.5533027086963409,0.5649749023982152,31,1459.3870967741934,2918.774193548387,6254.516129032258,415.258064516129,830.516129032258,1779.6774193548385,18579014.774193548,37158029.548387095,79624349.03225806,4598485.387096774,9196970.774193548,19707794.51612903,39.875,3
chokepoint12,2021,1,Korea Strait,211.32258064516128,213.0,33.46180618433918,0.15834467893672946,62.32258064516129,0.29491680659441305,2760887.0967741935,765987.3548387097,0.2774424769972251,51.774193548387096,41.96774193548387,47.45161290322581,149.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.3964083804456269,0.3638968481375358,31,1479.258064516129,2958.516129032258,6339.677419354838,436.258064516129,872.516129032258,1869.6774193548385,19326209.677419353,38652419.35483871,82826612.90322581,5361911.483870968,10723822.967741936,22979620.64516129,39.804,3
chokepoint12,2021,2,Korea Strait,219.64285714285714,218.5,33.676251975092875,0.15332277321993504,64.35714285714286,0.29300813008130083,2791064.8928571427,682730.9642857143,0.24461307439785818,53.892857142857146,43.107142857142854,49.785714285714285,155.28571428571428,0.03571428571428571,0.03571428571428571,0.0,0.0,0.3524514338575393,0.33056564608199274,28,1537.5,3075.0,6589.285714285714,450.5,901.0,1930.7142857142858,19537454.25,39074908.5,83731946.78571428,4779116.75,9558233.5,20481928.92857143,40.463,3
chokepoint12,2021,3,Korea Strait,227.25806451612902,227.0,22.377023546390145,0.09846525620129092,67.70967741935483,0.2979418026969482,2826677.3870967743,768843.1290322581,0.27199535841687333,53.74193548387097,42.0,54.29032258064516,159.5483870967742,0.0,0.0,0.0,0.0,0.20212765957446813,0.22413793103448276,31,1590.8064516129032,3181.6129032258063,6817.741935483871,473.96774193548384,947.9354838709677,2031.290322580645,19786741.70967742,39573483.41935484,84800321.61290322,5381901.903225807,10763803.806451613,23065293.870967742,40.369,3
chokepoint12,2021,4,Korea Strait,230.5,228.5,22.970370720440773,0.09965453674811615,66.6,0.28893709327548805,2868975.6333333333,725178.1666666666,0.25276553702344096,57.93333333333333,39.833333333333336,57.2,163.9,0.03333333333333333,0.0,0.0,0.0,0.25200356188780054,0.2911010558069381,30,1613.5,3227.0,6915.0,466.19999999999993,932.3999999999999,1997.9999999999998,20082829.433333334,40165658.86666667,86069269.0,5076247.166666666,10152494.333333332,21755345.0,41.895,3
chokepoint12,2021,5,Korea Strait,224.19354838709677,224.0,20.277112474969915,0.09044467434878667,62.25806451612903,0.2776978417266187,2912915.6129032257,722482.8709677419,0.24802739487796643,57.32258064516129,42.935483870967744,52.67741935483871,161.93548387096774,0.03225806451612903,0.03225806451612903,0.0,0.0,0.2247726288436553,0.39814814814814814,31,1569.3548387096773,3138.7096774193546,6725.806451612903,435.80645161290323,871.6129032258065,1867.741935483871,20390409.29032258,40780818.58064516,87387468.38709678,5057380.096774193,10114760.193548387,21674486.129032258,41.103,3
chokepoint12,2021,6,Korea Strait,227.1,226.5,19.810046214849745,0.08723049852421728,64.13333333333334,0.28240129164831945,2932908.6,729711.6666666666,0.24880136621600366,56.36666666666667,43.233333333333334,53.9,162.96666666666667,0.03333333333333333,0.0,0.0,0.0,0.21770227983907015,0.2989130434782609,30,1589.7,3179.4,6813.0,448.9333333333334,897.8666666666668,1924.0000000000002,20530360.2,41060720.4,87987258.0,5107981.666666666,10215963.333333332,21891350.0,41.623,3
chokepoint12,2021,7,Korea Strait,228.41935483870967,233.0,18.554018780394337,0.0812278749035764,62.96774193548387,0.2756672786329615,3270630.9677419355,855393.3548387097,0.26153771650651214,58.74193548387097,42.96774193548387,54.16129032258065,165.4516129032258,0.03225806451612903,0.03225806451612903,0.0,0.0,0.19072615923009623,0.28343949044585987,31,1598.9354838709676,3197.870967741935,6852.58064516129,440.7741935483871,881.5483870967741,1889.032258064516,22894416.774193548,45788833.548387095,98118929.03225806,5987753.483870968,11975506.967741936,25661800.64516129,43.162,3
chokepoint12,2021,8,Korea Strait,226.06451612903226,223.0,26.16987515429521,0.11576286098503874,66.2258064516129,0.2929509132420091,2987751.0967741935,734586.3225806452,0.24586597035267135,57.41935483870968,41.58064516129032,50.70967741935484,159.83870967741936,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903,0.2245135056636654,0.4786729857819905,31,1582.4516129032259,3164.9032258064517,6781.935483870968,463.58064516129025,927.1612903225805,1986.7741935483868,20914257.677419353,41828515.35483871,89632532.90322581,5142104.258064517,10284208.516129034,22037589.677419357,43.176,3
chokepoint12,2021,9,Korea Strait,229.23333333333332,233.0,51.20794882621746,0.2233878820396283,64.83333333333333,0.2828268140177403,3167703.933333333,763703.9333333333,0.24109069199838312,57.86666666666667,43.6,52.93333333333333,164.4,0.1,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.6835443037974683,0.7944122298365841,30,1604.6333333333332,3209.2666666666664,6877.0,453.8333333333333,907.6666666666666,1944.9999999999998,22173927.53333333,44347855.06666666,95031118.0,5345927.533333333,10691855.066666666,22911118.0,45.511,3
chokepoint12,2021,10,Korea Strait,229.32258064516128,234.0,25.832004821892543,0.11264483745655772,63.45161290322581,0.2766915177943452,2960222.7741935486,706395.8387096775,0.23862928319714735,55.29032258064516,45.483870967741936,55.87096774193548,165.8709677419355,0.0,0.0,0.0,0.0,0.418621594055078,0.4684731631057843,31,1605.258064516129,3210.516129032258,6879.677419354838,444.16129032258067,888.3225806451613,1903.5483870967741,20721559.41935484,41443118.83870968,88806683.22580646,4944770.870967742,9889541.741935484,21191875.161290325,40.298,3
chokepoint12,2021,11,Korea Strait,225.43333333333334,229.5,25.624184876298266,0.11366635314046251,64.36666666666666,0.2855241756616886,3006087.466666667,785202.6,0.2612041760949426,52.53333333333333,45.666666666666664,53.6,161.06666666666666,0.03333333333333333,0.0,0.0,0.0,0.2937021777516186,0.17241379310344832,30,1578.0333333333333,3156.0666666666666,6763.0,450.5666666666666,901.1333333333332,1930.9999999999998,21042612.266666666,42085224.53333333,90182624.0,5496418.2,10992836.4,23556078.0,41.973,3
